exp,arm,depth,load_pct,size,trial,t0,submit,priority,alloc,start,finish,scout_start,scout_finish,bg_total,bg_done,work_s,load_cores,load_secs,timedout
e4,baseline,14,93,8,7,1788867165.579529684,1788867165.677840,,1788867165.708877,1788867165.712379,1788867173.466025,,,1,1788867165.687329511,5,120,900,0
e4,baseline,14,93,8,8,1788867178.479563077,1788867178.576024,,1788867178.604509,1788867178.607996,1788867186.362783,,,1,1788867178.587921580,5,120,900,0
e4,coscheduled,14,93,8,8,1788867191.397497945,1788867191.504047,1788867199.353951,1788867199.358451,1788867199.362585,1788867204.478612,1788867196.555060,1788867204.514735,1,1788867191.505172975,5,120,900,0
e4,baseline,14,93,8,9,1788867209.586210611,1788867209.685679,,1788867209.715935,1788867209.719363,1788867217.474597,,,1,1788867209.693648918,5,120,900,0
e4,coscheduled,14,93,8,9,1788867222.533877507,1788867222.637726,1788867230.487463,1788867230.491822,1788867230.496027,1788867235.613380,1788867227.687984,1788867235.649287,1,1788867222.642278391,5,120,900,0
e4,baseline,14,93,8,10,1788867240.719547653,1788867240.818063,,1788867240.847952,1788867240.851732,1788867248.607975,,,1,1788867240.826465484,5,120,900,0
e4,coscheduled,14,93,8,10,1788867253.676938608,1788867253.781030,1788867261.633188,1788867261.637899,1788867261.642356,1788867266.758499,1788867258.833523,1788867266.795381,1,1788867253.786913903,5,120,900,0
e4,coscheduled,14,92,8,1,1788867271.880310680,1788867271.985218,1788867274.851570,1788867274.856534,1788867274.861118,1788867279.980833,1788867272.049357,1788867280.019288,1,1788867271.989487774,5,119,900,0
e4,baseline,14,92,8,1,1788867285.096057982,1788867285.194808,,1788867285.225989,1788867285.229898,1788867292.987979,,,1,1788867285.204401504,5,119,900,0
e4,baseline,14,92,8,2,1788867298.061086948,1788867298.158960,,1788867298.191389,1788867298.195250,1788867305.950438,,,1,1788867298.169907749,5,119,900,0
e4,coscheduled,14,92,8,2,1788867311.021520413,1788867311.125695,1788867313.992097,1788867313.995909,1788867313.999971,1788867319.118253,1788867311.192325,1788867319.156221,1,1788867311.129324452,5,119,900,0
e4,baseline,14,92,8,3,1788867324.257859001,1788867324.355005,,1788867324.386071,1788867324.390475,1788867332.144473,,,1,1788867324.365953201,5,119,900,0
e4,coscheduled,14,92,8,3,1788867337.220454842,1788867337.325377,1788867340.195086,1788867340.199022,1788867340.203207,1788867345.323251,1788867337.391134,1788867345.363474,1,1788867337.329279328,5,119,900,0
e4,coscheduled,14,92,8,4,1788867350.462344206,1788867350.565989,1788867353.430409,1788867353.434476,1788867353.438828,1788867358.557588,1788867350.631350,1788867358.596325,1,1788867350.572674254,5,119,900,0
e4,baseline,14,92,8,4,1788867363.699776695,1788867363.797830,,1788867363.829797,1788867363.834111,1788867371.587650,,,1,1788867363.807680197,5,119,900,0
e4,baseline,14,92,8,5,1788867376.669270994,1788867376.767506,,1788867376.799162,1788867376.803562,1788867384.558976,,,1,1788867376.778337016,5,119,900,0
e4,coscheduled,14,92,8,5,1788867389.631482810,1788867389.737599,1788867392.604786,1788867392.608904,1788867392.613400,1788867397.732689,1788867389.804754,1788867397.771667,1,1788867389.739865661,5,119,900,0
e4,baseline,14,92,8,6,1788867402.873520316,1788867402.971934,,1788867403.003465,1788867403.008015,1788867410.761445,,,1,1788867402.981885188,5,119,900,0
e4,coscheduled,14,92,8,6,1788867415.850796940,1788867415.955095,1788867418.830446,1788867418.834722,1788867418.839299,1788867423.957657,1788867416.024396,1788867423.998609,1,1788867415.958078988,5,119,900,0
e4,coscheduled,14,92,8,7,1788867429.106313600,1788867429.213071,1788867432.081657,1788867432.086264,1788867432.090974,1788867437.210732,1788867429.282421,1788867437.249181,1,1788867429.214174323,5,119,900,0
e4,baseline,14,92,8,7,1788867442.363161018,1788867442.462130,,1788867442.494260,1788867442.499002,1788867450.251999,,,1,1788867442.470995743,5,119,900,0
e4,baseline,14,92,8,8,1788867455.346800828,1788867455.445766,,1788867455.479672,1788867455.484426,1788867463.240244,,,1,1788867455.454605404,5,119,900,0
e4,coscheduled,14,92,8,8,1788867468.345955260,1788867468.450114,1788867471.319157,1788867471.323684,1788867471.328579,1788867476.447397,1788867468.519705,1788867476.486780,1,1788867468.453619834,5,119,900,0
e4,baseline,14,92,8,9,1788867481.596223322,1788867481.693062,,1788867481.726829,1788867481.731791,1788867489.484970,,,1,1788867481.704453814,5,119,900,0
e4,coscheduled,14,92,8,9,1788867494.584168831,1788867494.689253,1788867497.567074,1788867497.571816,1788867497.576882,1788867502.698078,1788867494.760834,1788867502.739710,1,1788867494.693649093,5,119,900,0
e4,coscheduled,14,92,8,10,1788867507.847158970,1788867507.952857,1788867510.824146,1788867510.828865,1788867510.834031,1788867515.953063,1788867508.024925,1788867515.992736,1,1788867507.954576420,5,119,900,0
e4,baseline,14,92,8,10,1788867521.083585403,1788867521.181571,,1788867521.216297,1788867521.221520,1788867528.974343,,,1,1788867521.191588192,5,119,900,0
e4,baseline,14,92,8,1,1788867534.145944845,1788867534.243353,,1788867534.277957,1788867534.283023,1788867542.039030,,,1,1788867534.255031198,5,118,900,0
e4,coscheduled,14,92,8,1,1788867547.143280062,1788867547.251026,1788867550.127999,1788867550.132735,1788867550.138014,1788867555.255492,1788867547.327543,1788867555.295690,1,1788867547.250402642,5,118,900,0
e4,baseline,14,92,8,2,1788867560.424363410,1788867560.523007,,1788867560.557854,1788867560.563066,1788867568.321772,,,1,1788867560.532614460,5,118,900,0
e4,coscheduled,14,92,8,2,1788867573.430615082,1788867573.535308,1788867576.414099,1788867576.418988,1788867576.424522,1788867581.541647,1788867573.613197,1788867581.581969,1,1788867573.538190255,5,118,900,0
e4,baseline,14,92,8,3,1788867586.715517657,1788867586.813296,,1788867586.848716,1788867586.857800,1788867594.617979,,,1,1788867586.823771752,5,118,900,0
e4,coscheduled,14,92,8,3,1788867599.724274867,1788867599.828502,1788867602.707908,1788867602.712890,1788867602.718436,1788867607.835557,1788867599.907579,1788867607.876285,1,1788867599.831953709,5,118,900,0
e4,baseline,14,92,8,4,1788867613.013708891,1788867613.111706,,1788867613.147729,1788867613.157083,1788867620.916603,,,1,1788867613.122621770,5,118,900,0
e4,coscheduled,14,92,8,4,1788867626.016782645,1788867626.123398,1788867629.004810,1788867629.009882,1788867629.015673,1788867634.133972,1788867626.203930,1788867634.174192,1,1788867626.123945130,5,118,900,0
e4,baseline,14,92,8,5,1788867639.281879530,1788867639.377547,,1788867639.414979,1788867639.424568,1788867647.185046,,,1,1788867639.390296257,5,118,900,0
e4,coscheduled,14,92,8,5,1788867652.280499334,1788867652.386089,1788867655.266599,1788867655.271774,1788867655.277592,1788867660.394276,1788867652.466388,1788867660.434690,1,1788867652.387005674,5,118,900,0
e4,baseline,14,92,8,6,1788867665.565065981,1788867665.662995,,1788867665.700256,1788867665.710128,1788867673.471277,,,1,1788867665.672691008,5,118,900,0
e4,coscheduled,14,92,8,6,1788867678.599605825,1788867678.704270,1788867681.584758,1788867681.590099,1788867681.596088,1788867686.711115,1788867678.784346,1788867686.752134,1,1788867678.708734954,5,118,900,0
e4,coscheduled,14,92,8,7,1788867691.894972260,1788867691.999007,1788867694.888148,1788867694.894853,1788867694.904951,1788867700.022031,1788867692.081247,1788867700.064536,1,1788867692.003480214,5,118,900,0
e4,baseline,14,92,8,7,1788867705.199380270,1788867705.296351,,1788867705.333788,1788867705.344092,1788867713.097992,,,1,1788867705.306652070,5,118,900,0
e4,coscheduled,14,92,8,8,1788867718.225421803,1788867718.330602,1788867721.219693,1788867721.226371,1788867721.236714,1788867726.357718,1788867718.413155,1788867726.400650,1,1788867718.334205641,5,118,900,0
e4,baseline,14,92,8,8,1788867731.572708620,1788867731.671912,,1788867731.708772,1788867731.719394,1788867739.473390,,,1,1788867731.680329847,5,118,900,0
e4,coscheduled,14,92,8,9,1788867744.610176316,1788867744.715420,1788867747.605564,1788867747.612482,1788867747.623090,1788867752.741184,1788867744.798703,1788867752.784325,1,1788867744.720394239,5,118,900,0
e4,baseline,14,92,8,9,1788867757.943371986,1788867758.042004,,1788867758.079181,1788867758.089937,1788867765.843956,,,1,1788867758.050906182,5,118,900,0
e4,coscheduled,14,92,8,10,1788867770.974844174,1788867771.080675,1788867773.973142,1788867773.980039,1788867773.990731,1788867779.108930,1788867771.166017,1788867779.152662,1,1788867771.082012563,5,118,900,0
e4,baseline,14,92,8,10,1788867784.310612454,1788867784.408457,,1788867784.444982,1788867784.456062,1788867792.209598,,,1,1788867784.419470536,5,118,900,0
e4,baseline,14,91,8,1,1788867797.367808252,1788867797.466444,,1788867797.504988,1788867797.515895,1788867805.278960,,,1,1788867797.476570635,5,117,900,0
e4,coscheduled,14,91,8,1,1788867810.423287615,1788867810.527734,1788867813.411522,1788867813.417209,1788867813.428559,1788867818.544595,1788867810.612116,1788867818.586384,1,1788867810.533322687,5,117,900,0
e4,coscheduled,14,91,8,2,1788867823.754496965,1788867823.858810,1788867826.752348,1788867826.759536,1788867826.770738,1788867831.892542,1788867823.945447,1788867831.936949,1,1788867823.862593799,5,117,900,0
e4,baseline,14,91,8,2,1788867837.094245639,1788867837.192498,,1788867837.230158,1788867837.241611,1788867845.001180,,,1,1788867837.202159147,5,117,900,0
e4,coscheduled,14,91,8,3,1788867850.180726796,1788867850.287194,1788867853.181018,1788867853.188414,1788867853.199982,1788867858.318500,1788867850.374648,1788867858.362358,1,1788867850.288996426,5,117,900,0
e4,baseline,14,91,8,3,1788867863.516436889,1788867863.614781,,1788867863.653362,1788867863.665132,1788867871.419863,,,1,1788867863.624848135,5,117,900,0
e4,coscheduled,14,91,8,4,1788867876.586261087,1788867876.691005,1788867879.586611,1788867879.594121,1788867879.606368,1788867884.728150,1788867876.779481,1788867884.772067,1,1788867876.693486588,5,117,900,0
e4,baseline,14,91,8,4,1788867889.938864834,1788867890.037107,,1788867890.076054,1788867890.088089,1788867897.842611,,,1,1788867890.045777153,5,117,900,0
e4,coscheduled,14,91,8,5,1788867903.012008056,1788867903.118271,1788867906.015828,1788867906.023603,1788867906.035883,1788867911.157516,1788867903.208892,1788867911.201835,1,1788867903.119244931,5,117,900,0
e4,baseline,14,91,8,5,1788867916.383018219,1788867916.479315,,1788867916.517633,1788867916.530045,1788867924.284386,,,1,1788867916.490345488,5,117,900,0
e4,coscheduled,14,91,8,6,1788867929.456665273,1788867929.563328,1788867932.461407,1788867932.469403,1788867932.481955,1788867937.604036,1788867929.654890,1788867937.649092,1,1788867929.563768619,5,117,900,0
e4,baseline,14,91,8,6,1788867942.803983082,1788867942.901212,,1788867942.940132,1788867942.952910,1788867950.705769,,,1,1788867942.910561892,5,117,900,0
e4,coscheduled,14,91,8,7,1788867955.899024779,1788867956.004765,1788867958.908437,1788867958.916461,1788867958.929300,1788867964.054650,1788867956.097886,1788867964.099136,1,1788867956.006968176,5,117,900,0
e4,baseline,14,91,8,7,1788867969.270552408,1788867969.366343,,1788867969.407451,1788867969.420313,1788867977.175445,,,1,1788867969.379121725,5,117,900,0
e4,coscheduled,14,91,8,8,1788867982.327767530,1788867982.433118,1788867985.337305,1788867985.345475,1788867985.358554,1788867990.483485,1788867982.526941,1788867990.528260,1,1788867982.437813346,5,117,900,0
e4,baseline,14,91,8,8,1788867995.694119978,1788867995.791582,,1788867995.832387,1788867995.845486,1788868003.603879,,,1,1788867995.801076222,5,117,900,0
e4,coscheduled,14,91,8,9,1788868008.768896917,1788868008.874752,1788868011.779119,1788868011.787377,1788868011.800721,1788868016.925999,1788868008.969249,1788868016.971381,1,1788868008.875145038,5,117,900,0
e4,baseline,14,91,8,9,1788868022.235617002,1788868022.333969,,1788868022.374335,1788868022.387924,1788868030.142771,,,1,1788868022.344049006,5,117,900,0
e4,coscheduled,14,91,8,10,1788868035.330902598,1788868035.436476,1788868038.341737,1788868038.350082,1788868038.363619,1788868043.490055,1788868035.532948,1788868043.535215,1,1788868035.437802852,5,117,900,0
e4,baseline,14,91,8,10,1788868048.737427181,1788868048.836780,,1788868048.877381,1788868048.891122,1788868056.648529,,,1,1788868048.844442041,5,117,900,0
e4,coscheduled,14,88,16,1,1788868061.834439887,1788868061.940494,1788868064.844512,1788868067.008229,1788868067.022405,1788868072.164273,1788868062.036059,1788868072.208439,1,1788868061.942672522,5,113,900,0
e4,baseline,14,88,16,1,1788868077.380017559,1788868077.476103,,,,,,,1,1788868077.487853367,5,113,900,1
e4,coscheduled,14,88,16,2,1788868203.066032787,1788868203.171307,1788868206.076519,1788868208.252242,1788868208.266716,1788868213.408751,1788868203.267902,1788868213.454414,1,1788868203.173109855,5,113,900,0
e4,baseline,14,88,16,2,1788868218.621306409,1788868218.718639,,,,,,,1,1788868218.728908788,5,113,900,1
e4,baseline,14,88,16,3,1788868344.308400666,1788868344.405801,,,,,,,1,1788868344.414705837,5,113,900,1
e4,coscheduled,14,88,16,3,1788868470.005504675,1788868470.111593,1788868473.005723,1788868475.187042,1788868475.196017,1788868480.332835,1788868470.207943,1788868480.375425,1,1788868470.112323630,5,113,900,0
e4,baseline,14,88,16,4,1788868485.573465712,1788868485.672243,,,,,,,1,1788868485.680515414,5,113,900,1
e4,coscheduled,14,88,16,4,1788868611.294796397,1788868611.399931,1788868614.294683,1788868616.468021,1788868616.483091,1788868621.615216,1788868611.496904,1788868621.657582,1,1788868611.402351721,5,113,900,0
e4,coscheduled,14,88,16,5,1788868626.866619298,1788868626.972698,1788868629.876519,1788868632.043690,1788868632.058694,1788868637.200689,1788868627.072117,1788868637.245452,1,1788868626.973582265,5,113,900,0
e4,baseline,14,88,16,5,1788868642.438947167,1788868642.536529,,,,,,,1,1788868642.545917282,5,113,900,1
e4,coscheduled,14,88,16,6,1788868768.158894191,1788868768.264535,1788868771.173427,1788868773.335679,1788868773.350934,1788868778.493051,1788868768.364652,1788868778.538888,1,1788868768.267743698,5,113,900,0
e4,baseline,14,88,16,6,1788868783.749623224,1788868783.848203,,,,,,,1,1788868783.856599067,5,113,900,1
e4,baseline,14,88,16,7,1788868909.482035318,1788868909.579056,,,,,,,1,1788868909.588533365,5,113,900,1
e4,coscheduled,14,88,16,7,1788869035.208573355,1788869035.314028,1788869038.211574,1788869040.392606,1788869040.402097,1788869045.540704,1788869035.413758,1788869045.583769,1,1788869035.316019401,5,113,900,0
e4,coscheduled,14,88,16,8,1788869050.795217266,1788869050.902318,1788869053.809403,1788869055.974856,1788869055.990641,1788869061.133195,1788869051.004976,1788869061.179400,1,1788869050.902700752,5,113,900,0
e4,baseline,14,88,16,8,1788869066.385061599,1788869066.483484,,,,,,,1,1788869066.492108514,5,113,900,1
e4,coscheduled,14,88,16,9,1788869192.095923125,1788869192.201403,1788869195.113441,1788869197.274514,1788869197.290594,1788869202.433266,1788869192.304547,1788869202.479595,1,1788869192.202597789,5,113,900,0
e4,baseline,14,88,16,9,1788869207.708539720,1788869207.806645,,,,,,,1,1788869207.816072088,5,113,900,1
e4,baseline,14,88,16,10,1788869333.463105422,1788869333.560576,,,,,,,1,1788869333.569887641,5,113,900,1
e4,coscheduled,14,88,16,10,1788869459.205437749,1788869459.311160,1788869462.212332,1788869464.382635,1788869464.399123,1788869469.530394,1788869459.413641,1788869469.574389,1,1788869459.312967436,5,113,900,0
e4,coscheduled,14,87,16,1,1788869474.670351431,1788869474.776443,1788869482.688271,1788869482.708284,1788869482.718682,1788869487.859625,1788869479.880135,1788869487.906746,1,1788869474.777664020,5,112,900,0
e4,baseline,14,87,16,1,1788869492.898832669,1788869492.996895,,1788869493.042306,1788869493.059641,1788869500.823460,,,1,1788869493.006617193,5,112,900,0
e4,coscheduled,14,87,16,2,1788869505.843933183,1788869505.950260,1788869513.852397,1788869513.862280,1788869513.880536,1788869519.012867,1788869511.052347,1788869519.057927,1,1788869505.950996215,5,112,900,0
e4,baseline,14,87,16,2,1788869524.023946971,1788869524.121076,,1788869524.169324,1788869524.186782,1788869531.967648,,,1,1788869524.130547328,5,112,900,0
e4,baseline,14,87,16,3,1788869536.953255352,1788869537.049809,,1788869537.096625,1788869537.121318,1788869544.884428,,,1,1788869537.061172301,5,112,900,0
e4,coscheduled,14,87,16,3,1788869549.850282769,1788869549.955929,1788869557.861485,1788869557.871599,1788869557.891217,1788869563.035580,1788869555.061361,1788869563.080958,1,1788869549.959214843,5,112,900,0
e4,baseline,14,87,16,4,1788869568.065347769,1788869568.162809,,1788869568.218941,1788869568.229078,1788869576.001569,,,1,1788869568.174952297,5,112,900,0
e4,coscheduled,14,87,16,4,1788869580.991157109,1788869581.098542,1788869589.004448,1788869589.029551,1788869589.040577,1788869594.187248,1788869586.204022,1788869594.232795,1,1788869581.101607058,5,112,900,0
e4,baseline,14,87,16,5,1788869599.223654108,1788869599.322271,,1788869599.378812,1788869599.389282,1788869607.161475,,,1,1788869599.330849604,5,112,900,0
e4,coscheduled,14,87,16,5,1788869612.170616243,1788869612.277704,1788869620.187708,1788869620.197850,1788869620.217935,1788869625.361147,1788869617.381939,1788869625.406668,1,1788869612.280161432,5,112,900,0
e4,coscheduled,14,87,16,6,1788869630.391019983,1788869630.497310,1788869638.403567,1788869638.423611,1788869638.434615,1788869643.585096,1788869635.596867,1788869643.633279,1,1788869630.497237433,5,112,900,0
e4,baseline,14,87,16,6,1788869648.620394798,1788869648.718910,,1788869648.773013,1788869648.783580,1788869656.553755,,,1,1788869648.727051288,5,112,900,0
e4,coscheduled,14,87,16,7,1788869661.556173936,1788869661.662316,1788869669.570377,1788869669.589619,1788869669.600842,1788869674.748760,1788869666.770390,1788869674.795161,1,1788869661.663658344,5,112,900,0
e4,baseline,14,87,16,7,1788869679.797202042,1788869679.893990,,1788869679.951652,1788869679.962337,1788869687.735676,,,1,1788869679.905155540,5,112,900,0
e4,baseline,14,87,16,8,1788869692.766969305,1788869692.866027,,1788869692.920880,1788869692.931654,1788869700.702319,,,1,1788869692.873914399,5,112,900,0
e4,coscheduled,14,87,16,8,1788869705.710947668,1788869705.817275,1788869713.725615,1788869713.745713,1788869713.757364,1788869718.905604,1788869710.913310,1788869718.951356,1,1788869705.818255284,5,112,900,0
e4,coscheduled,14,87,16,9,1788869723.947251894,1788869724.054009,1788869731.971659,1788869731.992954,1788869732.004226,1788869737.154141,1788869729.157794,1788869737.201370,1,1788869724.055198443,5,112,900,0
e4,baseline,14,87,16,9,1788869742.209578825,1788869742.307728,,1788869742.363119,1788869742.374110,1788869750.153587,,,1,1788869742.316797491,5,112,900,0
e4,coscheduled,14,87,16,10,1788869755.142185553,1788869755.248779,1788869763.167811,1788869763.188022,1788869763.199739,1788869768.349391,1788869760.358331,1788869768.395900,1,1788869755.248910837,5,112,900,0
e4,baseline,14,87,16,10,1788869773.381750421,1788869773.478928,,1788869773.538120,1788869773.549217,1788869781.331946,,,1,1788869773.489713651,5,112,900,0
e4,baseline,14,86,16,1,1788869786.338811589,1788869786.435405,,1788869786.491317,1788869786.502530,1788869794.282015,,,1,1788869786.446681862,5,111,900,0
e4,coscheduled,14,86,16,1,1788869799.261583311,1788869799.368021,1788869802.303106,1788869802.322527,1788869802.333791,1788869807.481326,1788869799.485841,1788869807.531214,1,1788869799.369005972,5,111,900,0
e4,baseline,14,86,16,2,1788869812.551194136,1788869812.647428,,1788869812.703790,1788869812.715140,1788869820.494696,,,1,1788869812.658838560,5,111,900,0
e4,coscheduled,14,86,16,2,1788869825.543454159,1788869825.650174,1788869828.594556,1788869828.614400,1788869828.625814,1788869833.773282,1788869825.777818,1788869833.823241,1,1788869825.650899630,5,111,900,0
e4,baseline,14,86,16,3,1788869838.834654426,1788869838.931813,,1788869838.989133,1788869839.008882,1788869846.773332,,,1,1788869838.942714062,5,111,900,0
e4,coscheduled,14,86,16,3,1788869851.770073693,1788869851.876375,1788869854.822702,1788869854.842598,1788869854.862558,1788869860.005171,1788869852.004991,1788869860.055639,1,1788869851.877498507,5,111,900,0
e4,coscheduled,14,86,16,4,1788869865.084878851,1788869865.191673,1788869868.128557,1788869868.137325,1788869868.156611,1788869873.289575,1788869865.317828,1788869873.337463,1,1788869865.193234207,5,111,900,0
e4,baseline,14,86,16,4,1788869878.352375016,1788869878.450078,,1788869878.507422,1788869878.527653,1788869886.293771,,,1,1788869878.458512073,5,111,900,0
e4,coscheduled,14,86,16,5,1788869891.301084765,1788869891.406945,1788869894.354306,1788869894.374580,1788869894.394868,1788869899.537622,1788869891.537013,1788869899.588699,1,1788869891.408468955,5,111,900,0
e4,baseline,14,86,16,5,1788869904.617454711,1788869904.715804,,1788869904.773633,1788869904.794083,1788869912.559896,,,1,1788869904.725020948,5,111,900,0
e4,baseline,14,86,16,6,1788869917.571457966,1788869917.668931,,1788869917.730387,1788869917.750868,1788869925.532551,,,1,1788869917.678637631,5,111,900,0
e4,coscheduled,14,86,16,6,1788869930.550334632,1788869930.657422,1788869933.593239,1788869933.602305,1788869933.622357,1788869938.754359,1788869930.785896,1788869938.802547,1,1788869930.657392554,5,111,900,0
e4,coscheduled,14,86,16,7,1788869943.882888445,1788869943.989575,1788869946.927224,1788869946.936275,1788869946.956398,1788869952.090740,1788869944.119380,1788869952.138985,1,1788869943.992049059,5,111,900,0
e4,baseline,14,86,16,7,1788869957.170237338,1788869957.267566,,1788869957.327937,1788869957.348935,1788869965.115740,,,1,1788869957.278245482,5,111,900,0
e4,coscheduled,14,86,16,8,1788869970.219404986,1788869970.326554,1788869973.277730,1788869973.298735,1788869973.319796,1788869978.463151,1788869970.459643,1788869978.514381,1,1788869970.326321880,5,111,900,0
e4,baseline,14,86,16,8,1788869983.570400736,1788869983.667663,,1788869983.727613,1788869983.748822,1788869991.515508,,,1,1788869983.677528778,5,111,900,0
e4,coscheduled,14,86,16,9,1788869996.542981401,1788869996.649002,1788869999.601652,1788869999.622916,1788869999.644218,1788870004.790932,1788869996.783406,1788870004.842857,1,1788869996.650110725,5,111,900,0
e4,baseline,14,86,16,9,1788870009.897405379,1788870009.995012,,1788870010.055763,1788870010.077210,1788870017.843808,,,1,1788870010.004244957,5,111,900,0
e4,baseline,14,86,16,10,1788870022.876281824,1788870022.973530,,1788870023.036947,1788870023.058490,1788870030.839322,,,1,1788870022.984560551,5,111,900,0
