exp,arm,depth,load_pct,size,trial,t0,submit,priority,alloc,start,finish,scout_start,scout_finish,bg_total,bg_done,work_s,load_cores,load_secs,timedout
e5,baseline,14,94,8,2,1788862676.007797419,1788862676.102971,,1788862702.473370,1788862702.520875,1788862710.301259,,,1,1788862676.114006219,5,121,30,0
e5,coscheduled,14,94,8,2,1788862716.269408252,1788862716.375059,1788862719.435260,1788862721.569350,1788862721.616134,1788862726.759980,1788862716.608708,1788862726.853280,1,1788862716.377894853,5,121,30,0
e5,coscheduled,14,94,8,3,1788862732.844941479,1788862732.949046,1788862736.037944,1788862738.167614,1788862738.215655,1788862743.366755,1788862733.203773,1788862743.467463,1,1788862732.951449032,5,121,30,0
e5,baseline,14,94,8,3,1788862749.467948660,1788862749.566762,,1788862775.928073,1788862775.975965,1788862783.756284,,,1,1788862749.574032299,5,121,30,0
e5,baseline,14,94,8,4,1788862789.747663042,1788862789.843948,,1788862816.185045,1788862816.233266,1788862824.013451,,,1,1788862789.856028941,5,121,30,0
e5,coscheduled,14,94,8,4,1788862829.988865731,1788862830.093798,1788862833.162585,1788862835.249540,1788862835.297218,1788862840.442059,1788862830.335647,1788862840.536352,1,1788862830.094587573,5,121,30,0
e5,baseline,14,94,8,5,1788862846.566668047,1788862846.662298,,1788862872.995031,1788862873.053588,1788862880.806776,,,1,1788862846.672070896,5,121,30,0
e5,coscheduled,14,94,8,5,1788862886.800989817,1788862886.905246,1788862890.027793,1788862892.100691,1788862892.147908,1788862897.294191,1788862887.200896,1788862897.392160,1,1788862886.909368694,5,121,30,0
e5,coscheduled,14,94,8,6,1788862903.417869709,1788862903.521335,1788862906.599460,1788862908.724692,1788862908.772076,1788862913.923894,1788862903.763719,1788862914.025718,1,1788862903.522648520,5,121,30,0
e5,baseline,14,94,8,6,1788862920.068717595,1788862920.164698,,1788862946.498907,1788862946.558038,1788862954.335557,,,1,1788862920.177696226,5,121,30,0
e5,coscheduled,14,94,8,7,1788862960.427869642,1788862960.532730,1788862963.599191,1788862965.732052,1788862965.780054,1788862970.924129,1788862960.772012,1788862971.128193,1,1788862960.535895530,5,121,30,0
e5,baseline,14,94,8,7,1788862977.179178638,1788862977.276621,,1788863003.586275,1788863003.646030,1788863011.397678,,,1,1788862977.285620423,5,121,30,0
e5,baseline,14,94,8,8,1788863017.439239414,1788863017.536746,,1788863043.809500,1788863043.859111,1788863051.640013,,,1,1788863017.544957821,5,121,30,0
e5,coscheduled,14,94,8,8,1788863057.671842460,1788863057.774884,1788863060.847484,1788863062.979137,1788863063.031958,1788863068.176933,1788863058.020333,1788863068.277235,1,1788863057.779334653,5,121,30,0
e5,baseline,14,94,8,9,1788863074.360503008,1788863074.455307,,1788863100.740761,1788863100.790945,1788863108.576488,,,1,1788863074.467916586,5,121,30,0
e5,coscheduled,14,94,8,9,1788863114.615037942,1788863114.719743,1788863117.836935,1788863119.921696,1788863119.970315,1788863125.117851,1788863114.961288,1788863125.217636,1,1788863114.720634739,5,121,30,0
e5,coscheduled,14,94,8,10,1788863131.281569749,1788863131.386664,1788863134.473429,1788863136.596639,1788863136.647508,1788863141.801019,1788863131.636692,1788863141.905251,1,1788863131.388873021,5,121,30,0
e5,baseline,14,94,8,10,1788863147.987447308,1788863148.084533,,1788863174.352319,1788863174.402849,1788863182.184917,,,1,1788863148.093451192,5,121,30,0
e5,coscheduled,14,94,8,1,1788863188.261331162,1788863188.365617,1788863191.440601,1788863193.570609,1788863193.620457,1788863198.766139,1788863188.612078,1788863198.863696,1,1788863188.366673217,5,121,60,0
e5,baseline,14,94,8,1,1788863204.975941184,1788863205.071430,,1788863261.321845,1788863261.372713,1788863269.158138,,,1,1788863205.083701060,5,121,60,0
e5,baseline,14,94,8,2,1788863275.276656701,1788863275.371886,,1788863331.572587,1788863331.623639,1788863339.406285,,,1,1788863275.383898068,5,121,60,0
e5,coscheduled,14,94,8,2,1788863345.513084550,1788863345.617586,1788863348.697661,1788863350.828025,1788863350.878215,1788863356.025181,1788863345.869057,1788863356.127556,1,1788863345.619844859,5,121,60,0
e5,baseline,14,94,8,3,1788863362.253191424,1788863362.348344,,1788863418.570568,1788863418.621953,1788863426.408342,,,1,1788863362.360588138,5,121,60,0
e5,coscheduled,14,94,8,3,1788863432.576769331,1788863432.680743,1788863435.757033,1788863437.888183,1788863437.938289,1788863443.100881,1788863432.928081,1788863443.202697,1,1788863432.682036875,5,121,60,0
e5,baseline,14,94,8,4,1788863449.346080025,1788863449.444154,,1788863505.649565,1788863505.701690,1788863513.488042,,,1,1788863449.450219781,5,121,60,0
e5,coscheduled,14,94,8,4,1788863519.651440702,1788863519.755922,1788863522.838121,1788863524.968555,1788863525.023628,1788863530.171464,1788863520.009630,1788863530.273908,1,1788863519.758620453,5,121,60,0
e5,baseline,14,94,8,5,1788863536.437157528,1788863536.534530,,1788863592.728044,1788863592.780400,1788863600.564082,,,1,1788863536.544000626,5,121,60,0
e5,coscheduled,14,94,8,5,1788863606.779522905,1788863606.884791,1788863610.019674,1788863612.093524,1788863612.144827,1788863617.293267,1788863607.190326,1788863617.396374,1,1788863606.888901314,5,121,60,0
e5,coscheduled,14,94,8,6,1788863623.600604949,1788863623.705109,1788863626.804007,1788863628.922287,1788863628.976190,1788863634.166341,1788863623.965134,1788863634.272068,1,1788863623.707975748,5,121,60,0
e5,baseline,14,94,8,6,1788863640.476588661,1788863640.573013,,1788863696.743386,1788863696.796391,1788863704.580078,,,1,1788863640.584481752,5,121,60,0
e5,baseline,14,94,8,7,1788863710.813117067,1788863710.908032,,1788863767.006427,1788863767.059674,1788863774.844059,,,1,1788863710.919109162,5,121,60,0
e5,coscheduled,14,94,8,7,1788863781.022884318,1788863781.127920,1788863784.216502,1788863786.295714,1788863786.347419,1788863791.496682,1788863781.387085,1788863791.602067,1,1788863781.131073719,5,121,60,0
e5,baseline,14,94,8,8,1788863797.813299384,1788863797.910287,,1788863854.054739,1788863854.108223,1788863861.895772,,,1,1788863797.920365427,5,121,60,0
e5,coscheduled,14,94,8,8,1788863868.094371266,1788863868.199555,1788863871.288796,1788863873.414874,1788863873.467094,1788863878.614970,1788863868.457932,1788863878.719276,1,1788863868.201927447,5,121,60,0
e5,baseline,14,94,8,9,1788863884.972522104,1788863885.068668,,1788863941.281416,1788863941.335363,1788863949.158851,,,1,1788863885.078478260,5,121,60,0
e5,coscheduled,14,94,8,9,1788863955.421517186,1788863955.526711,1788863958.618486,1788863960.747194,1788863960.800455,1788863965.949710,1788863955.788319,1788863966.054871,1,1788863955.528748991,5,121,60,0
e5,coscheduled,14,94,8,10,1788863972.314150146,1788863972.417760,1788863975.526947,1788863977.642739,1788863977.695029,1788863982.849943,1788863972.687142,1788863982.958607,1,1788863972.420261754,5,121,60,0
e5,baseline,14,94,8,10,1788863989.343518262,1788863989.441009,,1788864045.550910,1788864045.605263,1788864053.389982,,,1,1788863989.448428881,5,121,60,0
e5,baseline,14,94,8,1,1788864059.680051060,1788864059.775609,,1788864175.842056,1788864175.896681,1788864183.681748,,,1,1788864059.784959305,5,121,120,0
e5,coscheduled,14,94,8,1,1788864189.966900768,1788864190.071716,1788864193.166054,1788864195.242346,1788864195.296097,1788864200.446017,1788864190.335308,1788864200.552276,1,1788864190.071339228,5,121,120,0
e5,baseline,14,94,8,2,1788864206.839301007,1788864206.935446,,1788864323.026871,1788864323.081904,1788864330.866272,,,1,1788864206.944606842,5,121,120,0
e5,coscheduled,14,94,8,2,1788864337.206413170,1788864337.309765,1788864340.406720,1788864342.531560,1788864342.584882,1788864347.735215,1788864337.576430,1788864347.842167,1,1788864337.311420057,5,121,120,0
e5,baseline,14,94,8,3,1788864354.179414716,1788864354.273962,,1788864470.337925,1788864470.393313,1788864478.182198,,,1,1788864354.284851965,5,121,120,0
e5,coscheduled,14,94,8,3,1788864484.496869798,1788864484.601972,1788864487.696773,1788864489.824215,1788864489.878325,1788864495.097899,1788864484.865772,1788864495.205765,1,1788864484.602260527,5,121,120,0
e5,baseline,14,94,8,4,1788864501.546397663,1788864501.644506,,1788864617.688887,1788864617.757018,1788864625.508654,,,1,1788864501.651862082,5,121,120,0
e5,coscheduled,14,94,8,4,1788864631.852886042,1788864631.958118,1788864635.057880,1788864637.183595,1788864637.238615,1788864642.389075,1788864632.227339,1788864642.496926,1,1788864631.957230039,5,121,120,0
e5,coscheduled,14,94,8,5,1788864648.875543608,1788864648.979415,1788864652.096511,1788864654.215982,1788864654.272120,1788864659.432086,1788864649.257237,1788864659.544667,1,1788864648.984716611,5,121,120,0
e5,baseline,14,94,8,5,1788864665.921158448,1788864666.015896,,1788864782.047841,1788864782.104022,1788864789.889769,,,1,1788864666.027362387,5,121,120,0
e5,baseline,14,94,8,6,1788864796.303584574,1788864796.398240,,1788864912.352148,1788864912.408653,1788864920.194494,,,1,1788864796.410885343,5,121,120,0
e5,coscheduled,14,94,8,6,1788864926.634704537,1788864926.738542,1788864929.885511,1788864931.962895,1788864932.017711,1788864937.169770,1788864927.053185,1788864937.279084,1,1788864926.741550789,5,121,120,0
e5,baseline,14,94,8,7,1788864943.675319114,1788864943.769944,,1788865059.771677,1788865059.828504,1788865067.617811,,,1,1788864943.780573700,5,121,120,0
e5,coscheduled,14,94,8,7,1788865074.024345276,1788865074.129338,1788865077.232657,1788865079.356267,1788865079.412394,1788865084.562291,1788865074.400593,1788865084.672308,1,1788865074.129348609,5,121,120,0
e5,coscheduled,14,94,8,8,1788865091.129115031,1788865091.233595,1788865094.351859,1788865096.469146,1788865096.526834,1788865101.684357,1788865091.512265,1788865101.799340,1,1788865091.233320401,5,121,120,0
e5,baseline,14,94,8,8,1788865108.251490982,1788865108.346767,,1788865224.323514,1788865224.380883,1788865232.167605,,,1,1788865108.358353280,5,121,120,0
e5,baseline,14,94,8,9,1788865238.659025741,1788865238.754568,,1788865354.640964,1788865354.710419,1788865362.492245,,,1,1788865238.765752978,5,121,120,0
e5,coscheduled,14,94,8,9,1788865368.911170147,1788865369.015629,1788865372.136824,1788865374.204257,1788865374.260532,1788865379.413131,1788865369.304825,1788865379.524485,1,1788865369.019769762,5,121,120,0
e5,baseline,14,94,8,10,1788865385.973175484,1788865386.069106,,1788865502.012992,1788865502.070985,1788865509.860763,,,1,1788865386.077947608,5,121,120,0
e5,coscheduled,14,94,8,10,1788865516.330267965,1788865516.433777,1788865519.540991,1788865521.665269,1788865521.722181,1788865526.872329,1788865516.708928,1788865527.084119,1,1788865516.437725858,5,121,120,0
