exp,arm,depth,load_pct,size,trial,t0,submit,priority,alloc,start,finish,scout_start,scout_finish,bg_total,bg_done,work_s,load_cores,load_secs,timedout
e2,baseline,14,50,8,2,1788855816.225389559,1788855816.323575,,1788855816.389615,1788855816.412773,1788855824.183371,,,1,1788855816.332025079,5,64,900,0
e2,coscheduled,14,50,8,2,1788855827.668774159,1788855827.774922,1788855830.726806,1788855830.736516,1788855830.758942,1788855835.873597,1788855827.916588,1788855835.920519,1,1788855827.776284856,5,64,900,0
e2,baseline,14,50,8,3,1788855839.401387399,1788855839.497364,,1788855839.566389,1788855839.589910,1788855847.359875,,,1,1788855839.509975480,5,64,900,0
e2,coscheduled,14,50,8,3,1788855850.845993246,1788855850.951681,1788855853.922404,1788855853.932064,1788855853.954715,1788855859.071488,1788855851.110950,1788855859.118932,1,1788855850.952884339,5,64,900,0
e2,baseline,14,50,8,4,1788855862.671623434,1788855862.769925,,1788855862.833158,1788855862.856916,1788855870.627493,,,1,1788855862.778312898,5,64,900,0
e2,coscheduled,14,50,8,4,1788855874.206294253,1788855874.312514,1788855877.269266,1788855877.279185,1788855877.303397,1788855882.432174,1788855874.457326,1788855882.480329,1,1788855874.315253326,5,64,900,0
e2,coscheduled,14,50,8,5,1788855885.966977284,1788855886.070683,1788855889.036651,1788855889.060667,1788855889.084666,1788855894.217986,1788855886.218051,1788855894.269715,1,1788855886.077057320,5,64,900,0
e2,baseline,14,50,8,5,1788855897.781982440,1788855897.880308,,1788855897.947945,1788855897.971799,1788855905.725070,,,1,1788855897.889696942,5,64,900,0
e2,baseline,14,50,8,6,1788855909.269953991,1788855909.367692,,1788855909.433261,1788855909.457323,1788855917.229613,,,1,1788855909.378023541,5,64,900,0
e2,coscheduled,14,50,8,6,1788855920.753316258,1788855920.858534,1788855923.834950,1788855923.844898,1788855923.869327,1788855928.999613,1788855921.023178,1788855929.066934,1,1788855920.861786001,5,64,900,0
e2,baseline,14,50,8,7,1788855932.565581866,1788855932.662185,,1788855932.726692,1788855932.751046,1788855940.523220,,,1,1788855932.671970539,5,64,900,0
e2,coscheduled,14,50,8,7,1788855944.023981900,1788855944.129319,1788855947.095881,1788855947.116778,1788855947.141506,1788855952.258915,1788855944.282722,1788855952.306868,1,1788855944.131839687,5,64,900,0
e2,baseline,14,50,8,8,1788855955.798313379,1788855955.896993,,1788855955.962280,1788855955.986680,1788855963.758106,,,1,1788855955.905293718,5,64,900,0
e2,coscheduled,14,50,8,8,1788855967.314831189,1788855967.420777,1788855970.380772,1788855970.390900,1788855970.415577,1788855975.531460,1788855967.568291,1788855975.600592,1,1788855967.423493735,5,64,900,0
e2,baseline,14,50,8,9,1788855979.142095439,1788855979.237850,,1788855979.305007,1788855979.329632,1788855987.101534,,,1,1788855979.250314386,5,64,900,0
e2,coscheduled,14,50,8,9,1788855990.695377266,1788855990.802888,1788855993.763425,1788855993.785852,1788855993.810585,1788855998.928737,1788855990.950579,1788855999.002520,1,1788855990.804902516,5,64,900,0
e2,baseline,14,50,8,10,1788856002.536167195,1788856002.635011,,1788856002.700547,1788856002.725389,1788856010.497290,,,1,1788856002.643968996,5,64,900,0
e2,coscheduled,14,50,8,10,1788856014.013945864,1788856014.117722,1788856017.088195,1788856017.109401,1788856017.134620,1788856022.254149,1788856014.275581,1788856022.302621,1,1788856014.120165616,5,64,900,0
e2,baseline,14,90,8,1,1788856026.949208448,1788856027.045016,,1788856027.121814,1788856027.147513,1788856034.918369,,,1,1788856027.057721351,5,115,900,0
e2,coscheduled,14,90,8,1,1788856040.312095986,1788856040.418308,1788856043.375916,1788856043.386070,1788856043.411307,1788856048.527613,1788856040.563592,1788856048.598520,1,1788856040.418005258,5,115,900,0
e2,coscheduled,14,90,8,2,1788856053.960549151,1788856054.065946,1788856057.036338,1788856057.061061,1788856057.086248,1788856062.222649,1788856054.215941,1788856062.296890,1,1788856054.066957051,5,115,900,0
e2,baseline,14,90,8,2,1788856067.660109418,1788856067.756717,,1788856067.823664,1788856067.848943,1788856075.602628,,,1,1788856067.768426494,5,115,900,0
e2,coscheduled,14,90,8,3,1788856080.954528633,1788856081.060287,1788856084.031248,1788856084.056298,1788856084.081687,1788856089.217913,1788856081.211481,1788856089.270385,1,1788856081.063333665,5,115,900,0
e2,baseline,14,90,8,3,1788856094.617665158,1788856094.714792,,1788856094.781655,1788856094.807300,1788856102.560436,,,1,1788856094.727205252,5,115,900,0
e2,baseline,14,90,8,4,1788856107.952795402,1788856108.050117,,1788856108.121266,1788856108.146947,1788856115.919088,,,1,1788856108.059140751,5,115,900,0
e2,coscheduled,14,90,8,4,1788856121.282208564,1788856121.386797,1788856124.349909,1788856124.371388,1788856124.397300,1788856129.514220,1788856121.536611,1788856129.564034,1,1788856121.390762957,5,115,900,0
e2,baseline,14,90,8,5,1788856134.963475410,1788856135.058568,,1788856135.129903,1788856135.155905,1788856142.927524,,,1,1788856135.071217919,5,115,900,0
e2,coscheduled,14,90,8,5,1788856148.433013957,1788856148.538240,1788856151.501701,1788856151.523387,1788856151.549534,1788856156.666494,1788856148.688647,1788856156.734416,1,1788856148.543267882,5,115,900,0
e2,coscheduled,14,90,8,6,1788856162.130274581,1788856162.235998,1788856165.211188,1788856165.236964,1788856165.263512,1788856170.399107,1788856162.390822,1788856170.470095,1,1788856162.237538739,5,115,900,0
e2,baseline,14,90,8,6,1788856175.838377356,1788856175.934047,,1788856176.002765,1788856176.029223,1788856183.783416,,,1,1788856175.946652202,5,115,900,0
e2,coscheduled,14,90,8,7,1788856189.160269768,1788856189.265368,1788856192.243700,1788856192.269872,1788856192.296488,1788856197.432995,1788856189.422009,1788856197.505486,1,1788856189.266186943,5,115,900,0
e2,baseline,14,90,8,7,1788856202.864397455,1788856202.961361,,1788856203.030332,1788856203.057084,1788856210.810591,,,1,1788856202.972225165,5,115,900,0
e2,coscheduled,14,90,8,8,1788856216.263262433,1788856216.369428,1788856219.348395,1788856219.374670,1788856219.401546,1788856224.534280,1788856216.527060,1788856224.606269,1,1788856216.370214578,5,115,900,0
e2,baseline,14,90,8,8,1788856230.018931388,1788856230.116217,,1788856230.185962,1788856230.213054,1788856237.967671,,,1,1788856230.127587540,5,115,900,0
e2,coscheduled,14,90,8,9,1788856243.358571716,1788856243.462924,1788856246.443259,1788856246.469783,1788856246.497009,1788856251.633467,1788856243.621979,1788856251.706456,1,1788856243.466204568,5,115,900,0
e2,baseline,14,90,8,9,1788856257.122450064,1788856257.219090,,1788856257.289354,1788856257.316666,1788856265.070917,,,1,1788856257.231161072,5,115,900,0
e2,baseline,14,90,8,10,1788856270.481771767,1788856270.577936,,1788856270.652025,1788856270.679351,1788856278.452118,,,1,1788856270.590850219,5,115,900,0
e2,coscheduled,14,90,8,10,1788856283.851404791,1788856283.956659,1788856286.927690,1788856286.950627,1788856286.978283,1788856292.096601,1788856284.113793,1788856292.166430,1,1788856283.959399143,5,115,900,0
e2,coscheduled,14,94,8,1,1788856297.619455108,1788856297.724679,1788856305.682449,1788856305.711679,1788856305.740044,1788856310.877663,1788856302.861749,1788856310.950208,1,1788856297.727039401,5,120,900,0
e2,baseline,14,94,8,1,1788856316.340422420,1788856316.437139,,1788856316.508189,1788856316.536062,1788856324.290454,,,1,1788856316.449024708,5,120,900,0
e2,baseline,14,94,8,2,1788856329.700109770,1788856329.796191,,1788856329.868294,1788856329.896753,1788856337.652495,,,1,1788856329.809170645,5,120,900,0
e2,coscheduled,14,94,8,2,1788856343.114978689,1788856343.219383,1788856351.167922,1788856351.194089,1788856351.223211,1788856356.342615,1788856348.353771,1788856356.413388,1,1788856343.223113406,5,120,900,0
e2,baseline,14,94,8,3,1788856361.804276883,1788856361.900655,,1788856361.976916,1788856362.005179,1788856369.779762,,,1,1788856361.912098863,5,120,900,0
e2,coscheduled,14,94,8,3,1788856375.188283443,1788856375.293630,1788856383.244025,1788856383.270450,1788856383.299799,1788856388.427856,1788856380.429280,1788856388.499159,1,1788856375.296610063,5,120,900,0
e2,baseline,14,94,8,4,1788856393.920652982,1788856394.019191,,1788856394.096036,1788856394.124650,1788856401.899016,,,1,1788856394.026899002,5,120,900,0
e2,coscheduled,14,94,8,4,1788856407.311026504,1788856407.416778,1788856415.367000,1788856415.393663,1788856415.423265,1788856420.541853,1788856412.552392,1788856420.613905,1,1788856407.419034394,5,120,900,0
e2,coscheduled,14,94,8,5,1788856426.054060351,1788856426.158130,1788856434.124987,1788856434.155364,1788856434.184873,1788856439.325666,1788856431.302548,1788856439.401067,1,1788856426.163664642,5,120,900,0
e2,baseline,14,94,8,5,1788856444.849540005,1788856444.947506,,1788856445.020800,1788856445.049877,1788856452.804268,,,1,1788856444.955269721,5,120,900,0
e2,coscheduled,14,94,8,6,1788856458.341716551,1788856458.445527,1788856466.397773,1788856466.424861,1788856466.455242,1788856471.582725,1788856463.583546,1788856471.656924,1,1788856458.448366079,5,120,900,0
e2,baseline,14,94,8,6,1788856477.107281364,1788856477.205291,,1788856477.283453,1788856477.312825,1788856485.089189,,,1,1788856477.214834195,5,120,900,0
e2,coscheduled,14,94,8,7,1788856490.539283245,1788856490.644416,1788856498.598340,1788856498.625233,1788856498.655721,1788856503.783109,1788856495.783323,1788856503.856567,1,1788856490.647603608,5,120,900,0
e2,baseline,14,94,8,7,1788856509.302674775,1788856509.401518,,1788856509.480339,1788856509.510047,1788856517.285985,,,1,1788856509.411884838,5,120,900,0
e2,baseline,14,94,8,8,1788856522.722514743,1788856522.819730,,1788856522.894428,1788856522.924479,1788856530.687917,,,1,1788856522.830240024,5,120,900,0
e2,coscheduled,14,94,8,8,1788856536.192884609,1788856536.298501,1788856544.253697,1788856544.281277,1788856544.312386,1788856549.441357,1788856541.438324,1788856549.515101,1,1788856536.300074621,5,120,900,0
e2,coscheduled,14,94,8,9,1788856554.979258765,1788856555.084533,1788856563.057432,1788856563.090042,1788856563.121036,1788856568.261981,1788856560.233691,1788856568.338628,1,1788856555.087068910,5,120,900,0
e2,baseline,14,94,8,9,1788856573.808030370,1788856573.906571,,1788856573.985821,1788856574.016412,1788856581.786978,,,1,1788856573.916172596,5,120,900,0
e2,baseline,14,94,8,10,1788856587.298377211,1788856587.395942,,1788856587.472937,1788856587.503498,1788856595.274136,,,1,1788856587.406247190,5,120,900,0
e2,coscheduled,14,94,8,10,1788856600.744852225,1788856600.850424,1788856608.808105,1788856608.836102,1788856608.867479,1788856614.065708,1788856605.992576,1788856614.142072,1,1788856600.853374258,5,120,900,0
e2,coscheduled,14,96,8,1,1788856619.767569403,1788856619.871556,1788856622.868865,1788856625.014277,1788856625.045067,1788856630.185045,1788856620.044173,1788856630.264807,1,1788856619.875549711,5,122,900,0
e2,baseline,14,96,8,1,1788856636.004938804,1788856636.102616,,,,,,,1,1788856636.111386319,5,122,900,1
e2,baseline,14,96,8,2,1788856762.247798756,1788856762.344761,,,,,,,1,1788856762.356077013,5,122,900,1
e2,coscheduled,14,96,8,2,1788856888.459990852,1788856888.565947,1788856891.552232,1788856893.704005,1788856893.735273,1788856898.867208,1788856888.735909,1788856898.941961,1,1788856888.570221461,5,122,900,0
e2,coscheduled,14,96,8,3,1788856904.731658642,1788856904.836996,1788856907.848437,1788856909.981435,1788856910.012852,1788856915.154488,1788856905.024312,1788856915.233734,1,1788856904.838906202,5,122,900,0
e2,baseline,14,96,8,3,1788856920.960967583,1788856921.057078,,,,,,,1,1788856921.069018139,5,122,900,1
e2,baseline,14,96,8,4,1788857047.190010808,1788857047.288238,,,,,,,1,1788857047.298232884,5,122,900,1
e2,coscheduled,14,96,8,4,1788857173.430742385,1788857173.535841,1788857176.525593,1788857178.676693,1788857178.708687,1788857183.834569,1788857173.709186,1788857183.910443,1,1788857173.537316539,5,122,900,0
e2,coscheduled,14,96,8,5,1788857189.641107114,1788857189.747482,1788857192.750731,1788857194.894902,1788857194.926898,1788857200.067027,1788857189.925647,1788857200.147351,1,1788857189.748260859,5,122,900,0
e2,baseline,14,96,8,5,1788857205.885007710,1788857205.981655,,,,,,,1,1788857205.992544441,5,122,900,1
e2,coscheduled,14,96,8,6,1788857332.157925429,1788857332.262116,1788857335.266850,1788857337.410189,1788857337.442532,1788857342.583042,1788857332.441406,1788857342.663895,1,1788857332.264091239,5,122,900,0
e2,baseline,14,96,8,6,1788857348.414548242,1788857348.512164,,,,,,,1,1788857348.522189169,5,122,900,1
e2,coscheduled,14,96,8,7,1788857474.673095742,1788857474.778101,1788857477.784257,1788857479.926987,1788857479.959676,1788857485.101108,1788857474.958922,1788857485.181716,1,1788857474.780319497,5,122,900,0
e2,baseline,14,96,8,7,1788857490.966890689,1788857491.065096,,,,,,,1,1788857491.075074029,5,122,900,1
e2,baseline,14,96,8,8,1788857617.226060996,1788857617.323795,,,,,,,1,1788857617.331598909,5,122,900,1
e2,coscheduled,14,96,8,8,1788857743.497073564,1788857743.602138,1788857746.598411,1788857748.747402,1788857748.780683,1788857753.916220,1788857743.780096,1788857753.994429,1,1788857743.604644647,5,122,900,0
e2,baseline,14,96,8,9,1788857759.769857708,1788857759.865854,,,,,,,1,1788857759.876843783,5,122,900,1
e2,coscheduled,14,96,8,9,1788857886.041334304,1788857886.146193,1788857889.141867,1788857891.262812,1788857891.296567,1788857896.429779,1788857886.325255,1788857896.507881,1,1788857886.150318621,5,122,900,0
e2,coscheduled,14,96,8,10,1788857902.317291431,1788857902.421990,1788857905.432960,1788857907.575002,1788857907.608698,1788857912.749419,1788857902.606802,1788857912.831198,1,1788857902.426256472,5,122,900,0
e2,baseline,14,96,8,10,1788857918.631209321,1788857918.729201,,,,,,,1,1788857918.737733439,5,122,900,1
e2,coscheduled,14,98,8,1,1788858044.909325030,1788858045.012740,1788858048.025254,1788858050.135746,1788858050.169861,1788858055.312550,1788858045.198948,1788858055.395990,1,1788858045.018970792,5,125,900,0
e2,baseline,14,98,8,1,1788858061.188812031,1788858061.286427,,,,,,,1,1788858061.297312100,5,125,900,1
e2,baseline,14,98,8,2,1788858187.470022938,1788858187.567265,,,,,,,1,1788858187.577794868,5,125,900,1
e2,coscheduled,14,98,8,2,1788858313.752394676,1788858313.857267,1788858316.859090,1788858318.976058,1788858319.010998,1788858324.147331,1788858314.040643,1788858324.227562,1,1788858313.859824986,5,125,900,0
e2,baseline,14,98,8,3,1788858330.022564951,1788858330.118999,,,,,,,1,1788858330.130138613,5,125,900,1
e2,coscheduled,14,98,8,3,1788858456.342473576,1788858456.446703,1788858459.448855,1788858461.598289,1788858461.633087,1788858466.766877,1788858456.631138,1788858466.847267,1,1788858456.451638592,5,125,900,0
e2,baseline,14,98,8,4,1788858472.658379771,1788858472.756139,,,,,,,1,1788858472.767691630,5,125,900,1
e2,coscheduled,14,98,8,4,1788858598.982566903,1788858599.087579,1788858602.092029,1788858604.240493,1788858604.275657,1788858609.413012,1788858599.273434,1788858609.494211,1,1788858599.091370117,5,125,900,0
e2,baseline,14,98,8,5,1788858615.313461308,1788858615.412265,,,,,,,1,1788858615.421733344,5,125,900,1
e2,coscheduled,14,98,8,5,1788858741.644774910,1788858741.750860,1788858744.757411,1788858746.872474,1788858746.908120,1788858752.042864,1788858741.938266,1788858752.124498,1,1788858741.751170298,5,125,900,0
e2,coscheduled,14,98,8,6,1788858757.923478140,1788858758.029283,1788858761.050146,1788858763.190400,1788858763.226072,1788858768.369647,1788858758.222589,1788858768.455169,1,1788858758.033102084,5,125,900,0
e2,baseline,14,98,8,6,1788858774.262701340,1788858774.360304,,,,,,,1,1788858774.369028825,5,125,900,1
e2,coscheduled,14,98,8,7,1788858900.581316472,1788858900.685363,1788858903.707920,1788858905.813563,1788858905.849654,1788858911.075634,1788858900.880168,1788858911.161510,1,1788858900.688639513,5,125,900,0
e2,baseline,14,98,8,7,1788858917.005272961,1788858917.101104,,,,,,,1,1788858917.113597714,5,125,900,1
e2,coscheduled,14,98,8,8,1788859043.310990179,1788859043.417604,1788859046.441410,1788859048.547110,1788859048.583432,1788859053.723920,1788859043.613742,1788859053.810460,1,1788859043.418552466,5,125,900,0
e2,baseline,14,98,8,8,1788859059.628967367,1788859059.726796,,,,,,,1,1788859059.736540249,5,125,900,1
e2,baseline,14,98,8,9,1788859185.951950343,1788859186.049496,,,,,,,1,1788859186.059447124,5,125,900,1
e2,coscheduled,14,98,8,9,1788859312.279583047,1788859312.384970,1788859315.395781,1788859317.543315,1788859317.579982,1788859322.714120,1788859312.577474,1788859322.797475,1,1788859312.386441858,5,125,900,0
e2,coscheduled,14,98,8,10,1788859328.623621605,1788859328.729416,1788859331.755908,1788859333.894760,1788859333.931586,1788859339.082243,1788859328.928234,1788859339.168817,1,1788859328.730119340,5,125,900,0
e2,baseline,14,98,8,10,1788859345.018643903,1788859345.117961,,,,,,,1,1788859345.127334952,5,125,900,1
e2,baseline,14,99,8,1,1788859471.356899615,1788859471.453311,,,,,,,1,1788859471.465634042,5,126,900,1
e2,coscheduled,14,99,8,1,1788859597.700336562,1788859597.805782,1788859600.820838,1788859602.932141,1788859602.969701,1788859608.111267,1788859598.001003,1788859608.195091,1,1788859597.807992761,5,126,900,0
e2,coscheduled,14,99,8,2,1788859614.036835660,1788859614.140555,1788859617.172024,1788859619.274431,1788859619.312171,1788859624.456392,1788859614.342554,1788859624.544489,1,1788859614.144636023,5,126,900,0
e2,baseline,14,99,8,2,1788859630.382683496,1788859630.481581,,,,,,,1,1788859630.489546492,5,126,900,1
e2,coscheduled,14,99,8,3,1788859756.732766406,1788859756.840642,1788859759.873623,1788859762.009646,1788859762.047470,1788859767.192563,1788859757.043621,1788859767.280797,1,1788859756.840689540,5,126,900,0
e2,baseline,14,99,8,3,1788859773.121485767,1788859773.219963,,,,,,,1,1788859773.228912051,5,126,900,1
e2,coscheduled,14,99,8,4,1788859899.476462303,1788859899.582793,1788859902.616369,1788859904.717215,1788859904.755467,1788859909.896378,1788859899.787054,1788859909.985098,1,1788859899.583913043,5,126,900,0
e2,baseline,14,99,8,4,1788859915.818612100,1788859915.916813,,,,,,,1,1788859915.925755141,5,126,900,1
e2,baseline,14,99,8,5,1788860042.167641888,1788860042.264725,,,,,,,1,1788860042.277038782,5,126,900,1
e2,coscheduled,14,99,8,5,1788860168.526469271,1788860168.630398,1788860171.654008,1788860173.759934,1788860173.798951,1788860178.933575,1788860168.830864,1788860179.120320,1,1788860168.635698322,5,126,900,0
e2,baseline,14,99,8,6,1788860184.963278794,1788860185.060916,,,,,,,1,1788860185.073223615,5,126,900,1
e2,coscheduled,14,99,8,6,1788860311.346919275,1788860311.452213,1788860314.476985,1788860316.582487,1788860316.621536,1788860321.761002,1788860311.654234,1788860321.847275,1,1788860311.454784611,5,126,900,0
e2,baseline,14,99,8,7,1788860327.728461035,1788860327.826241,,,,,,,1,1788860327.836036048,5,126,900,1
e2,coscheduled,14,99,8,7,1788860454.116142955,1788860454.220494,1788860457.246150,1788860459.352392,1788860459.392031,1788860464.527286,1788860454.423834,1788860464.613253,1,1788860454.225999517,5,126,900,0
e2,coscheduled,14,99,8,8,1788860470.487578946,1788860470.592264,1788860473.632695,1788860475.730587,1788860475.770404,1788860480.915300,1788860470.801932,1788860481.081838,1,1788860470.596540203,5,126,900,0
e2,baseline,14,99,8,8,1788860486.961809088,1788860487.057453,,,,,,,1,1788860487.069841850,5,126,900,1
e2,baseline,14,99,8,9,1788860613.335962977,1788860613.434189,,,,,,,1,1788860613.443310985,5,126,900,1
e2,coscheduled,14,99,8,9,1788860739.726720744,1788860739.831288,1788860742.860968,1788860744.965026,1788860745.007191,1788860750.146596,1788860740.037053,1788860750.233724,1,1788860739.833713764,5,126,900,0
e2,coscheduled,14,99,8,10,1788860756.117063998,1788860756.221833,1788860759.265654,1788860761.362003,1788860761.402191,1788860766.548300,1788860756.434879,1788860766.639633,1,1788860756.226715817,5,126,900,0
e2,baseline,14,99,8,10,1788860772.551700294,1788860772.650037,,,,,,,1,1788860772.660672239,5,126,900,1
